display,tooltips,purity,complexity,cost,processing,steps,viewBox,recipeIndexes,id
Advanced Gas Tank,§6Lithium: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""lithium""}}}"
Advanced Gas Tank,§6Liquid Osmium: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""liquidosmium""}}}"
Advanced Gas Tank,§6Clean Iron Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""cleanIron""}}}"
Advanced Gas Tank,§6Iron Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""iron""}}}"
Advanced Gas Tank,§6Clean Gold Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""cleanGold""}}}"
Advanced Gas Tank,§6Gold Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""gold""}}}"
Advanced Gas Tank,§6Clean Osmium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""cleanOsmium""}}}"
Advanced Gas Tank,§6Osmium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""osmium""}}}"
Advanced Gas Tank,§6Clean Copper Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""cleanCopper""}}}"
Advanced Gas Tank,§6Copper Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""copper""}}}"
Advanced Gas Tank,§6Clean Tin Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""cleanTin""}}}"
Advanced Gas Tank,§6Tin Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""tin""}}}"
Advanced Gas Tank,§6Clean Silver Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""cleanSilver""}}}"
Advanced Gas Tank,§6Silver Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""silver""}}}"
Advanced Gas Tank,§6Clean Lead Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""cleanLead""}}}"
Advanced Gas Tank,§6Lead Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""lead""}}}"
Advanced Gas Tank,§6Clean Aluminium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanAluminium""}}}"
Advanced Gas Tank,§6Clean Ardite Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanArdite""}}}"
Advanced Gas Tank,§6Clean Astral Starmetal Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanAstralStarmetal""}}}"
Advanced Gas Tank,§6Clean Boron Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanBoron""}}}"
Advanced Gas Tank,§6Clean Cobalt Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanCobalt""}}}"
Advanced Gas Tank,§6Clean Draconium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanDraconium""}}}"
Advanced Gas Tank,§6Clean Iridium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanIridium""}}}"
Advanced Gas Tank,§6Clean Lithium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanLithium""}}}"
Advanced Gas Tank,§6Clean Magnesium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanMagnesium""}}}"
Advanced Gas Tank,§6Clean Mithril Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanMithril""}}}"
Advanced Gas Tank,§6Clean Nickel Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanNickel""}}}"
Advanced Gas Tank,§6Clean Platinum Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanPlatinum""}}}"
Advanced Gas Tank,§6Clean Thorium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanThorium""}}}"
Advanced Gas Tank,§6Clean Titanium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanTitanium""}}}"
Advanced Gas Tank,§6Clean Uranium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCleanUranium""}}}"
Advanced Gas Tank,§6Aluminium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryAluminium""}}}"
Advanced Gas Tank,§6Ardite Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryArdite""}}}"
Advanced Gas Tank,§6Astral Starmetal Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryAstralStarmetal""}}}"
Advanced Gas Tank,§6Boron Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryBoron""}}}"
Advanced Gas Tank,§6Cobalt Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryCobalt""}}}"
Advanced Gas Tank,§6Draconium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryDraconium""}}}"
Advanced Gas Tank,§6Iridium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryIridium""}}}"
Advanced Gas Tank,§6Lithium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryLithium""}}}"
Advanced Gas Tank,§6Magnesium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryMagnesium""}}}"
Advanced Gas Tank,§6Mithril Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryMithril""}}}"
Advanced Gas Tank,§6Nickel Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryNickel""}}}"
Advanced Gas Tank,§6Platinum Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryPlatinum""}}}"
Advanced Gas Tank,§6Thorium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryThorium""}}}"
Advanced Gas Tank,§6Titanium Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryTitanium""}}}"
Advanced Gas Tank,§6Astral Starmetal Slurry: §7320000\n§9Capacity: §7320000,1,1195252.6664133053,96881.93742462096,1098370.7289886842,224,96 3488,96956 98190,"mekanism:gastank:0:{tier:1,mekData:{stored:{amount:320000,gasName:""slurryUranium""}}}"
Botanical Brewery,,1,1194590.8507627426,983553.8314592193,211037.01930352318,97,5792 1056,84125,botania:brewery:0
Eutectic NaK-Ender Mixture,,1,1194004.1710187774,694.52875,1193309.6422687774,244,,12636 659 5804 46005 46276 46914,fluid:ender_nak
Advanced Fluid Tank,§9Capacity: §7400000 mB\n§b#Tank,1,1193796.0520394167,95426.32305073256,1098369.7289886842,223,3488 3488,98191 96957,mekanism:machineblock2:11:{tier:1}
Advanced Fluid Tank,§bConcentrated Cloud Seed: §7400000mB\n§9Capacity: §7400000 mB\n§b#Tank,1,1193796.0520394167,95426.32305073256,1098369.7289886842,223,,98191 96957,"mekanism:machineblock2:11:{tier:1,mekData:{fluidTank:{FluidName:""cloud_seed_concentrated"",Amount:400000}}}"
Advanced Fluid Tank,§bEssence: §7400000mB\n§9Capacity: §7400000 mB\n§b#Tank,1,1193796.0520394167,95426.32305073256,1098369.7289886842,223,,98191 96957,"mekanism:machineblock2:11:{tier:1,mekData:{fluidTank:{FluidName:""essence"",Amount:400000}}}"
Advanced Fluid Tank,§bWitchwater: §7400000mB\n§9Capacity: §7400000 mB\n§b#Tank,1,1193796.0520394167,95426.32305073256,1098369.7289886842,223,,98191 96957,"mekanism:machineblock2:11:{tier:1,mekData:{fluidTank:{FluidName:""witchwater"",Amount:400000}}}"
Advanced Fluid Tank,§bPlasma: §7400000mB\n§9Capacity: §7400000 mB\n§b#Tank,1,1193796.0520394167,95426.32305073256,1098369.7289886842,223,,98191 96957,"mekanism:machineblock2:11:{tier:1,mekData:{fluidTank:{FluidName:""plasma"",Amount:400000}}}"
End Cake,,1,1193475.9287912562,475675.882704062,717800.0460871942,127,4768 2080,97730,exnihilocreatio:block_end_cake:0
Mana Sieve,,1,1192638.0844854256,347340.0184279277,845298.066057498,219,4160 2080,97741,excompressum:mana_sieve:0
Eutectic NaK-Glowstone Mixture,,1,1191315.2983695315,41.31355659049197,1191273.984812941,230,,12632 863 5800 45995 46272 46904,fluid:glowstone_nak
Eutectic NaK-Redstone Mixture,,1,1191279.5311142562,7.546301315330762,1191271.984812941,228,,12629 1177 5797 45988 46269 46897,fluid:redstone_nak
Projector,§8Craft with Engineer's Manual\nimmersivepetroleum:schematic,1,1189271.5304642634,431168.64473236696,758102.8857318964,291,5824 4672,89051,rftools:projector:0
Eutectic NaK-Diamond Mixture,,1,1188396.356206706,2857.1290251306614,1185539.2271815753,222,,624,nuclearcraft:fluid_diamond_nak:0
Shard of Laputa,Shard Power VI,1,1187739.1692815402,1187738.1692815402,1,1,,83679,botania:laputashard:5
Shield Projector Tier 3,,1,1185573.9702513379,427532.4804129333,758041.4898384046,282,6944 4672,89120,rftools:shield_block3:0
Eutectic NaK-Diamond Mixture,,1,1185541.0833106004,2.8561290251306612,1185538.2271815753,221,,12634 623 5802 46001 46274 46910,fluid:diamond_nak
Automation Interface,,1,1184398.4170387283,563546.2263254937,620852.1907132346,148,6816 2144,97750,extendedcrafting:interface:0
Thorium Oxide Dust,,1,1183139.4907560959,9297.820544250417,1173841.6702118455,270,5920 3936,14829 15816 16222 18599 19751 24134,nuclearcraft:dust_oxide:0
Thorium Oxide Ingot,,1,1183139.4907560959,9297.820544250417,1173841.6702118455,270,2240 3968,14825 16556 25513 25722,nuclearcraft:ingot_oxide:0
Transwood Slab,,1,1182600.5677958566,1173876.7809585182,8723.786837338583,5,2336 7296,2647 85744,twilightforest:trans_slab:0
RadAway Fluid,,1,1181976.6059976018,102.92111897589815,1181873.684878626,272,,5789 1167 45708 46245 46617,fluid:radaway
Demon Pylon,,1,1181626.1327053346,59690.63965480982,1121935.4930505247,161,3904 992,14284,bloodmagic:demon_pylon:0
Demon Will Aura Gauge,,1,1180868.054714582,58933.561664057124,1121934.4930505247,160,4576 992,14328,bloodmagic:demon_will_gauge:0
Transwood Door,,1,1180089.651015271,1080064.0767560117,100025.57425925926,6,2176 7296,85785,twilightforest:trans_door:0
Scanner,extrautils2:scanner,1,1179261.6494672373,421156.76373534097,758104.8857318964,293,6272 4672,89067,rftools:scanner:0
Eutectic NaK-Lapis Mixture,,1,1179190.604148001,12320.86683297302,1166869.737315028,214,,966,nuclearcraft:fluid_lapis_nak:0
Glimmering Magenta Flower,,1,1178244.552946789,1071189.2001732911,107055.35277349789,23,1120 1152,84403,botania:shinyflower:2
Eutectic NaK-Tin Mixture,,1,1177113.6919783296,10243.954663301929,1166869.7373150277,214,,1266,nuclearcraft:fluid_tin_nak:0
Eutectic NaK-Gold Mixture,,1,1176843.6110252775,9974.873710249673,1166868.7373150277,213,,870,nuclearcraft:fluid_gold_nak:0
Shard of Laputa,Shard Power V,1,1175238.0442815402,1175237.0442815402,1,1,7680 1088,83611,botania:laputashard:4
Mutagen,,1,1174412.6620824207,7.666666666666667,1174404.995415754,152,1216 2848,1054,gendustry:mutagen:0
Helium Collector,§bProduces 10 mB/t of helium constantly.\n§eRadiation: 30 uRads/t,1,1173977.558878157,55713.59027117866,1118263.9686069784,201,1152 3968,92706,nuclearcraft:helium_collector:0
Eutectic NaK-Quartz Mixture,,1,1171535.5036401206,4664.766325092642,1166870.737315028,215,,1164,nuclearcraft:fluid_quartz_nak:0
Crystalline Alloy Ingot,,1,1171044.5972999516,76949.92941436093,1094094.6678855906,269,1312 1984,16631 10174 12022 22809 52371 94427 94428,enderio:item_alloy_endergy_ingot:1
Thorium-230 Oxide,,1,1169878.3550112096,2357.055922056211,1167521.2990891533,226,5952 3968,92782 9877 9889 9909 14868,nuclearcraft:thorium:1
Uranium-238 Oxide,,1,1169873.2439000984,2354.9448109451,1167518.2990891533,223,7296 3968,92798 8799 9901 14876,nuclearcraft:uranium:9
Energy Extractor,,1,1169724.9576974197,411624.0719655231,758100.8857318965,289,2336 4768,89802,rftoolsdim:energy_extractor:0
Eutectic NaK-Copper Mixture,,1,1169496.8363565952,2629.099041567358,1166867.7373150277,212,,408,nuclearcraft:fluid_copper_nak:0
Eutectic NaK-Iron Mixture,,1,1169239.7357059927,2371.9983909648413,1166867.7373150277,212,,950,nuclearcraft:fluid_iron_nak:0
Locator,,1,1168516.5258450035,410409.6401131071,758106.8857318965,295,4960 4672,89141,rftools:locator:0
Tiny Clump of Thorium-230 Oxide,,1,1167782.083080493,261.78399133957896,1167520.2990891533,225,6016 3968,92784 8797 9879 9891 9911 14869,nuclearcraft:thorium:3
Tiny Clump of Uranium-238 Oxide,,1,1167778.8485125916,261.54942343834443,1167517.2990891533,222,7040 3968,92800 9903 9962 9964 9972 14877,nuclearcraft:uranium:11
Eutectic NaK-Emerald Mixture,,1,1167131.6334484296,261.8961334019204,1166869.7373150277,214,,648,nuclearcraft:fluid_emerald_nak:0
Eutectic NaK-Magnesium Mixture,,1,1166952.6402366804,79.90292165220951,1166872.7373150282,217,,12642 1009 5810 46019 46282 46928,fluid:magnesium_nak
Eutectic NaK-Lapis Mixture,,1,1166881.057181861,12.319866832973021,1166868.737315028,213,,12633 965 5801 45998 46273 46907,fluid:lapis_nak
Eutectic NaK-Tin Mixture,,1,1166878.980269691,10.242954663301928,1166868.7373150277,213,,12641 1265 5809 46016 46281 46925,fluid:tin_nak
Eutectic NaK-Gold Mixture,,1,1166877.711188738,9.973873710249672,1166867.7373150277,212,,12631 869 5799 45993 46271 46902,fluid:gold_nak
Eutectic NaK-Quartz Mixture,,1,1166874.401081353,4.6637663250926416,1166869.737315028,214,,12630 1163 5798 45991 46270 46900,fluid:quartz_nak
Eutectic NaK-Copper Mixture,,1,1166869.3654140693,2.628099041567358,1166866.7373150277,211,,12640 407 5808 46014 46280 46923,fluid:copper_nak
Eutectic NaK-Iron Mixture,,1,1166869.1083134187,2.370998390964841,1166866.7373150277,211,,12638 949 5806 46009 46278 46918,fluid:iron_nak
Eutectic NaK-Emerald Mixture,,1,1166868.9982111612,0.2608961334019204,1166868.7373150277,213,,12639 647 5807 46012 46279 46921,fluid:emerald_nak
QuantumSuit Leggings,,1,1165055.1044738656,500307.1572719265,664747.947201939,179,4672 3136,97290,ic2:quantum_leggings:26
Shard of Laputa,Shard Power IV,1,1162736.9192815402,1162735.9192815402,1,1,,84346,botania:laputashard:3
Coffee Beans,,1,1160163.633969387,0.3991936288696833,1160163.234775758,6,5248 0,1338 2232 2691 3444 4176 4693 5047 35543 35545 35552,actuallyadditions:item_coffee_beans:0
Cheese Cannonball,,1,1160149.7618929541,353.3415864473163,1159796.4203065068,42,6688 4416,6083,rats:cheese_cannonball:0
Huge Item Output,,1,1160121.7815911556,265959.8720320773,894161.9095590782,280,1792 3872,98246,modularmachinery:blockoutputbus:5
Molten HEU-235 Fuel,,1,1158897.1589636782,49045.24170428171,1109851.9172593965,227,,772,nuclearcraft:fluid_fuel_heu_235:0
Souled Leggings Core,,1,1158219.7848108285,1000293.6689625295,157926.11584829903,20,5312 1760,52190 52189 57154 57155,"conarm:leggings_core:0:{Material:""soularium""}"
Floating Gray Flower,,1,1158120.0153654646,993604.0128464901,164516.0025189745,79,3488 1120,84225,botania:miniisland:7
Coffee Seeds,,1,1158010.1896107483,1151438.4479384194,6571.741672328874,5,5280 0,2231 1337 1338 2232 2690 2691 3443 3444 4175 4176 4692 4693 5046 5047 35543 35545 35552,actuallyadditions:item_coffee_seed:0
Preheated Water,,1,1157318.8065931904,20107,1137211.8065931904,163,,1146,nuclearcraft:fluid_preheated_water:0
Machine Infuser,,1,1157310.3174553758,399272.8276169713,758037.4898384046,278,5120 4672,89083,rftools:machine_infuser:0
Plutonium-238 Oxide,,1,1157041.8695872906,806.4000000000001,1156235.4695872907,217,4064 3968,92810 14882,nuclearcraft:plutonium:1
Neptunium-236 Oxide,,1,1157041.8695872906,806.4000000000001,1156235.4695872907,217,2976 3968,92802 8816 8818 14878,nuclearcraft:neptunium:1
Curium-243 Oxide,,1,1157041.8695872906,806.4000000000001,1156235.4695872907,217,3072 3936,92838 8832 8834 14896,nuclearcraft:curium:1
Californium-250 Oxide,,1,1157041.8695872906,806.4000000000001,1156235.4695872907,217,1696 3936,92866 14910,nuclearcraft:californium:5
Californium-252 Oxide,,1,1157041.8695872906,806.4000000000001,1156235.4695872907,217,1504 3936,92874 14914,nuclearcraft:californium:13
Activity Probe,,1,1156445.2224502126,398345.33671831613,758099.8857318964,288,800 4768,89788,rftoolsdim:activity_probe:0
Tiny Clump of Plutonium-238 Oxide,,1,1156323.9584761795,89.4888888888889,1156234.4695872907,216,4320 3968,92812 9972 14883,nuclearcraft:plutonium:3
Tiny Clump of Neptunium-236 Oxide,,1,1156323.9584761795,89.4888888888889,1156234.4695872907,216,3040 3968,92804 9960 9968 14879,nuclearcraft:neptunium:3
Tiny Clump of Curium-243 Oxide,,1,1156323.9584761795,89.4888888888889,1156234.4695872907,216,3328 3936,92840 9975 9984 14897,nuclearcraft:curium:3
Tiny Clump of Californium-250 Oxide,,1,1156323.9584761795,89.4888888888889,1156234.4695872907,216,1760 3936,92868 10002 10004 10006 14911,nuclearcraft:californium:7
Tiny Clump of Californium-252 Oxide,,1,1156323.9584761795,89.4888888888889,1156234.4695872907,216,1568 3936,92876 9992 9996 9998 10000 10002 10004 10006 10008 10010 14915,nuclearcraft:californium:15
Resonant Distributor,,1,1155880.7767174817,611245.9943572622,544634.7823602196,65,4096 7232,91304 91300 91301 91302 91303,thermallogistics:distributor:4
Resonant Crafter,,1,1154783.2090426506,609399.6184034601,545383.5906391906,51,3936 7232,91286 91285 91287 91288 91289,thermallogistics:crafter:4
Gelid Enderium Dust,,1,1154739.5577909506,607964.1677184493,546775.3900725014,69,4192 4576,18683 15835 16231 18238 19768 24330 47248,redstonerepository:material:0
Enderium Blend,,1,1154730.7977909506,607957.4077184492,546773.3900725014,67,5376 7200,18479 14990 15798 16206 18217 19733 24554 37967 37968 47227,thermalfoundation:material:103
Advanced Solar Generator,§f#Solar,1,1153940.3978718845,345585.37316029414,808355.0247115903,194,1152 3520,98174,mekanismgenerators:generator:5
Nitrogen,,1,1151973.5053413243,1142.1573063287433,1150831.3480349956,235,,5650 1079 5651 5652 45710 46247 46619,fluid:nitrogen
Glimmering Lime Flower,,1,1151008.4359055765,1043953.0831320785,107055.35277349789,23,1216 1152,84027,botania:shinyflower:5
Gelid Enderium Ingot,,1,1150292.6206624622,607963.1677184493,542329.4529440129,48,4224 4576,50179 16563 17017 17018 17022 17026 17027 17033 25898 92370 92372,redstonerepository:material:1
Shard of Laputa,Shard Power III,1,1150235.7942815402,1150234.7942815402,1,1,,83628,botania:laputashard:2
Huge Inventory System Storage,,1,1149469.7665185065,450027.32960984943,699442.4369086571,199,7520 1888,94288 94287,enderio:block_inventory_chest_huge:0
Huge Item Input,,1,1149380.4582972566,255219.54873817798,894160.9095590786,279,1568 3872,98250,modularmachinery:blockinputbus:5
NanoSuit Bodyarmor,,1,1149344.58480778,530013.2392004299,619331.3456073501,116,1728 3136,97286,ic2:nano_chestplate:26
Gelid Enderium Plate,,1,1148171.2710616533,604048.0787261714,544123.1923354819,59,4320 4576,50181 10925 11476 12136 12785,redstonerepository:material:4
Pink Slime,,1,1147836.6833526697,20002,1127834.6833526697,176,,938,industrialforegoing:if.pink_slime:0
Liquid Meat,,1,1147836.6833526697,20002,1127834.6833526697,176,,1024,industrialforegoing:meat:0
Flue Gas,,1,1147750.3518824878,62921.26720392007,1084829.0846785677,114,,692,immersivetech:fluidfluegas:0
Impetus Mirror,,1,1146627.1191773128,955485.2308354155,191141.88834189734,181,4896 6848,26165,thaumicaugmentation:impetus_mirror:0
Rat Upgrade: Archeologist,,1,1145580.1846114032,1144917.0889590993,663.0956523039172,3,416 4480,98494,rats:rat_upgrade_archeologist:0
Tritium,,1,1144709.6243987055,0.08,1144709.5443987055,273,,7345 1273 5127 5128 6113 6114 7346 8220 8223 45686 46239 46595,fluid:tritium
Crushed Carobbiite,,1,1142504.2973013383,592.4943875164009,1141911.802913822,222,640 3968,7580 15824 16150 19759 24421,nuclearcraft:gem_dust:9
Crushed Arsenic,,1,1142496.3203554566,584.5174416344568,1141911.802913822,222,352 3968,7581,nuclearcraft:gem_dust:10
Alugentum Dust,,1,1142496.3203554566,584.5174416344568,1141911.802913822,222,2208 3936,7581,nuclearcraft:compound:10
Litherite Solar Cell,,1,1142155.0926934353,467510.58787201927,674644.504821416,146,1696 2080,97717,environmentaltech:solar_cell_litherite:0
Floating Jiyuulia,,1,1141869.698671491,977232.1655536578,164637.53311783297,94,5184 1088,90343,"botania:floatingspecialflower:0:{type:""jiyuulia""}"
Shard of Laputa,Shard Power II,1,1137734.6692815402,1137733.6692815402,1,1,,83975,botania:laputashard:1
Floating Yellow Flower,,1,1137250.6551165092,972734.6525975347,164516.0025189745,79,3392 1120,83601,botania:miniisland:4
Advanced Pressure Valve,,1,1134614.1507909694,276786.43406856543,857827.7167224039,244,32 96,8620 14966 47209,advgenerators:advanced_pressure_valve:0
Golden AIOT,,1,1134528.59382177,476000.9106102166,658527.6832115535,134,,97350,actuallyadditions:gold_paxel:0
Sodium Fluoride,,1,1132485.7627574408,595.3940219707905,1131890.36873547,187,2272 3936,16151 5245,nuclearcraft:compound:3
Potassium Fluoride,,1,1132483.8631229864,593.4943875164009,1131890.36873547,187,2304 3936,16152 5246,nuclearcraft:compound:4
Resonant Filter,§aRestricts what may pass through it.§r,1,1132103.3867632132,608948.1303421468,523155.25642106624,68,6944 7072,92417 92416 92418 92419 92420,thermaldynamics:filter:4
Molten LEU-235 Fuel,,1,1130185.6809832135,20333.763723816897,1109851.9172593965,227,,844,nuclearcraft:fluid_fuel_leu_235:0
