display,tooltips,purity,complexity,cost,processing,steps,imgsrc,labels,recipeIndexes,depIndexes,id
Melodic Alloy Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,2656 432,,45057,,"conarm:armor_trim:0:{Material:""melodic_alloy""}"
Souled Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1520 448,,45102 49491,,"conarm:armor_trim:0:{Material:""soularium""}"
Essence-Infused Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3504 432,,45187,,"conarm:armor_trim:0:{Material:""essence_metal""}"
Pink Metal Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1456 448,,45228,,"conarm:armor_trim:0:{Material:""pink_metal""}"
Energium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1232 448,,45277,,"conarm:armor_trim:0:{Material:""energetic_metal""}"
Iridium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,2704 432,,45327,,"conarm:armor_trim:0:{Material:""iridium""}"
UU-Metal Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3728 432,,45376,,"conarm:armor_trim:0:{Material:""universal_metal""}"
Osmium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1120 448,,45421,,"conarm:armor_trim:0:{Material:""osmium""}"
Refined Obsidian Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1344 448,,45465,,"conarm:armor_trim:0:{Material:""refined_obsidian""}"
Refined Glowstone Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,912 448,,45509,,"conarm:armor_trim:0:{Material:""refined_glowstone""}"
Dark Matter Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3456 432,,45546,,"conarm:armor_trim:0:{Material:""dark_matter""}"
Red Matter Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3936 432,,45583,,"conarm:armor_trim:0:{Material:""red_matter""}"
Fluxed Electrum Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,2976 432,,45633,,"conarm:armor_trim:0:{Material:""fluxed_electrum""}"
Gelid Enderium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3680 432,,45682,,"conarm:armor_trim:0:{Material:""gelid_enderium""}"
Thaumium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,688 448,,45727,,"conarm:armor_trim:0:{Material:""thaumium""}"
Void Metal Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,880 448,,45773,,"conarm:armor_trim:0:{Material:""void_metal""}"
Primal Metal Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1040 448,,45823,,"conarm:armor_trim:0:{Material:""primal_metal""}"
Tin Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,976 448,,45873,,"conarm:armor_trim:0:{Material:""tin""}"
Nickel Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3536 432,,45971,,"conarm:armor_trim:0:{Material:""nickel""}"
Platinum Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1008 448,,46020,,"conarm:armor_trim:0:{Material:""platinum""}"
Invar Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,384 448,,46070,,"conarm:armor_trim:0:{Material:""invar""}"
Signalum Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3440 432,,46168,,"conarm:armor_trim:0:{Material:""signalum""}"
Lumium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,2720 432,,46217,,"conarm:armor_trim:0:{Material:""lumium""}"
Enderium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1104 448,,46267,,"conarm:armor_trim:0:{Material:""enderium""}"
Obsidian Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3392 432,,46305 46450,,"conarm:armor_trim:0:{Material:""obsidian""}"
Fiery Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,368 448,,46375 49167,,"conarm:armor_trim:0:{Material:""fierymetal""}"
Knightly Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,272 448,,46414 49418,,"conarm:armor_trim:0:{Material:""knightmetal""}"
Knightslime Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1200 448,,46587,,"conarm:armor_trim:0:{Material:""knightslime""}"
Alumite Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,4080 432,,46675 48518,,"conarm:armor_trim:0:{Material:""alumite""}"
Cobalt Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,2864 432,,46719,,"conarm:armor_trim:0:{Material:""cobalt""}"
Ardite Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1312 448,,46763,,"conarm:armor_trim:0:{Material:""ardite""}"
Manyullyn Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3808 432,,46807,,"conarm:armor_trim:0:{Material:""manyullyn""}"
Lead Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,2912 432,,46954,,"conarm:armor_trim:0:{Material:""lead""}"
Silver Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3776 432,,47003,,"conarm:armor_trim:0:{Material:""silver""}"
Electrum Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,528 448,,47053,,"conarm:armor_trim:0:{Material:""electrum""}"
Glitch Infused Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,2656 432,,47243,,"conarm:armor_trim:0:{Material:""glitch""}"
Mithrillium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1024 448,,47315,,"conarm:armor_trim:0:{Material:""mithrillium""}"
Adaminite Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3872 432,,47351,,"conarm:armor_trim:0:{Material:""adaminite""}"
Mithminite Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,672 448,,47387,,"conarm:armor_trim:0:{Material:""mithminite""}"
Fire Dragonsteel Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3712 432,,47427 49454,,"conarm:armor_trim:0:{Material:""dragonsteel_fire""}"
Ice Dragonsteel Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3184 432,,47467 48986,,"conarm:armor_trim:0:{Material:""dragonsteel_ice""}"
Soulium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1472 448,,47503,,"conarm:armor_trim:0:{Material:""ma.soulium""}"
Base Essence Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,176 448,,47539,,"conarm:armor_trim:0:{Material:""ma.base_essence""}"
Inferium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1216 448,,47575,,"conarm:armor_trim:0:{Material:""ma.inferium""}"
Prudentium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1440 448,,47611,,"conarm:armor_trim:0:{Material:""ma.prudentium""}"
Intermedium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1392 448,,47647,,"conarm:armor_trim:0:{Material:""ma.intermedium""}"
Superium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,16 448,,47683,,"conarm:armor_trim:0:{Material:""ma.superium""}"
Supremium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,96 448,,47718,,"conarm:armor_trim:0:{Material:""ma.supremium""}"
Dark Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,2816 432,,47981 49094,,"conarm:armor_trim:0:{Material:""dark_steel""}"
Armor Trim of the End,,1,4857.309908020603,2511,2346.3099080206034,41,3920 432,,48063 49563,,"conarm:armor_trim:0:{Material:""end_steel""}"
Fake-Iron Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3328 432,,48107 49130,,"conarm:armor_trim:0:{Material:""construction_alloy""}"
Boron Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3264 432,,48221,,"conarm:armor_trim:0:{Material:""boron""}"
Tough Alloy Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1424 448,,48261,,"conarm:armor_trim:0:{Material:""tough""}"
Hard Carbon Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3408 432,,48301,,"conarm:armor_trim:0:{Material:""hard_carbon""}"
Thorium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,512 448,,48345,,"conarm:armor_trim:0:{Material:""thorium""}"
Uranium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3824 432,,48390,,"conarm:armor_trim:0:{Material:""uranium""}"
Magnesium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,304 448,,48434,,"conarm:armor_trim:0:{Material:""magnesium""}"
Chocolate Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,496 448,,48474,,"conarm:armor_trim:0:{Material:""chocolate""}"
Osgloglas Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3040 432,,48562,,"conarm:armor_trim:0:{Material:""osgloglas""}"
Osmiridium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3984 432,,48606,,"conarm:armor_trim:0:{Material:""osmiridium""}"
Titanium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1280 448,,48656,,"conarm:armor_trim:0:{Material:""titanium""}"
Psimetal Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,1072 448,,48696 49239,,"conarm:armor_trim:0:{Material:""psimetal""}"
Ichorium Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,3760 432,,48740,,"conarm:armor_trim:0:{Material:""ichorium""}"
Mirion Armor Trim,,1,4857.309908020603,2511,2346.3099080206034,41,992 448,,48784,,"conarm:armor_trim:0:{Material:""mirion""}"
Mica Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2976 1360,,45144 32819,,"tcomplement:chisel_head:0:{Material:""mica""}"
Blood Infused Glitch Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,608 1376,,43739,,"tcomplement:chisel_head:0:{Material:""blood_infused_glitch""}"
Evil Infused Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3744 1360,,43780 49353,,"tcomplement:chisel_head:0:{Material:""xu_evil_metal""}"
Enchanted Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3824 1360,,43819,,"tcomplement:chisel_head:0:{Material:""xu_enchanted_metal""}"
Demonic Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,464 1376,,43859 49028,,"tcomplement:chisel_head:0:{Material:""xu_demonic_metal""}"
Sunnarium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3552 1360,,43909,,"tcomplement:chisel_head:0:{Material:""sunnarium""}"
Sky Stone Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,832 1376,,43946,,"tcomplement:chisel_head:0:{Material:""sky_stone""}"
Fluix Steel Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,640 1376,,43986,,"tcomplement:chisel_head:0:{Material:""fluix_steel""}"
Starmetal Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2688 1360,,44031 49282,,"tcomplement:chisel_head:0:{Material:""starmetal""}"
Crystal Matrix Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,4080 1360,,44071,,"tcomplement:chisel_head:0:{Material:""crystal_matrix""}"
Neutronium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,4000 1360,,44116,,"tcomplement:chisel_head:0:{Material:""neutronium""}"
Infinity Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3296 1360,,44157,,"tcomplement:chisel_head:0:{Material:""infinity_metal""}"
Bound Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2608 1360,,44207,,"tcomplement:chisel_head:0:{Material:""bound_metal""}"
Sentient Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2912 1360,,44256,,"tcomplement:chisel_head:0:{Material:""sentient_metal""}"
Livingrock Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3056 1360,,44293,,"tcomplement:chisel_head:0:{Material:""livingrock""}"
Manasteel Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3248 1360,,44337,,"tcomplement:chisel_head:0:{Material:""manasteel""}"
Terrasteel Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,288 1376,,44381,,"tcomplement:chisel_head:0:{Material:""terrasteel""}"
Elementium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,16 1376,,44425,,"tcomplement:chisel_head:0:{Material:""elementium""}"
Draconium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,144 1376,,44473,,"tcomplement:chisel_head:0:{Material:""draconium""}"
Wyvern Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,4032 1360,,44522,,"tcomplement:chisel_head:0:{Material:""wyvern_metal""}"
Draconic Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,1056 1376,,44572,,"tcomplement:chisel_head:0:{Material:""draconic_metal""}"
Chaotic Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3648 1360,,44622,,"tcomplement:chisel_head:0:{Material:""chaotic_metal""}"
Red Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3872 1360,,44667 47869 49209,,"tcomplement:chisel_head:0:{Material:""redstone_alloy""}"
Electrical Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3760 1360,,44711 47758 49064,,"tcomplement:chisel_head:0:{Material:""electrical_steel""}"
Pulsating Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2672 1360,,44755 47943 49389,,"tcomplement:chisel_head:0:{Material:""pulsating_iron""}"
Conductive Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3728 1360,,44799 47906 49605,,"tcomplement:chisel_head:0:{Material:""conductive_iron""}"
Energetic Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3600 1360,,44843 47795 49318,,"tcomplement:chisel_head:0:{Material:""energetic_alloy""}"
Vibrant Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2928 1360,,44931 47832 49641,,"tcomplement:chisel_head:0:{Material:""vibrant_alloy""}"
Vivid Alloy Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2480 1360,,44975,,"tcomplement:chisel_head:0:{Material:""vivid_alloy""}"
Crystalline Alloy Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2480 1360,,45019,,"tcomplement:chisel_head:0:{Material:""crystalline_alloy""}"
Melodic Alloy Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2480 1360,,45063,,"tcomplement:chisel_head:0:{Material:""melodic_alloy""}"
Souled Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,1072 1376,,45108 48025 49497,,"tcomplement:chisel_head:0:{Material:""soularium""}"
Essence-Infused Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3200 1360,,45193,,"tcomplement:chisel_head:0:{Material:""essence_metal""}"
Pink Metal Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,992 1376,,45234,,"tcomplement:chisel_head:0:{Material:""pink_metal""}"
Energium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,784 1376,,45283,,"tcomplement:chisel_head:0:{Material:""energetic_metal""}"
Iridium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2576 1360,,45333,,"tcomplement:chisel_head:0:{Material:""iridium""}"
UU-Metal Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3424 1360,,45382,,"tcomplement:chisel_head:0:{Material:""universal_metal""}"
Osmium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,688 1376,,45427,,"tcomplement:chisel_head:0:{Material:""osmium""}"
Refined Obsidian Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,880 1376,,45471,,"tcomplement:chisel_head:0:{Material:""refined_obsidian""}"
Refined Glowstone Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,432 1376,,45515,,"tcomplement:chisel_head:0:{Material:""refined_glowstone""}"
Dark Matter Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3216 1360,,45552,,"tcomplement:chisel_head:0:{Material:""dark_matter""}"
Red Matter Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3632 1360,,45589,,"tcomplement:chisel_head:0:{Material:""red_matter""}"
Fluxed Electrum Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2784 1360,,45639,,"tcomplement:chisel_head:0:{Material:""fluxed_electrum""}"
Gelid Enderium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3376 1360,,45688,,"tcomplement:chisel_head:0:{Material:""gelid_enderium""}"
Thaumium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,240 1376,,45733,,"tcomplement:chisel_head:0:{Material:""thaumium""}"
Void Metal Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,448 1376,,45779,,"tcomplement:chisel_head:0:{Material:""void_metal""}"
Primal Metal Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,592 1376,,45829,,"tcomplement:chisel_head:0:{Material:""primal_metal""}"
Tin Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,512 1376,,45879,,"tcomplement:chisel_head:0:{Material:""tin""}"
Nickel Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3280 1360,,45977,,"tcomplement:chisel_head:0:{Material:""nickel""}"
Platinum Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,544 1376,,46026,,"tcomplement:chisel_head:0:{Material:""platinum""}"
Invar Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,0 1376,,46076,,"tcomplement:chisel_head:0:{Material:""invar""}"
Signalum Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3168 1360,,46174,,"tcomplement:chisel_head:0:{Material:""signalum""}"
Lumium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2592 1360,,46223,,"tcomplement:chisel_head:0:{Material:""lumium""}"
Enderium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,656 1376,,46273,,"tcomplement:chisel_head:0:{Material:""enderium""}"
Obsidian Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3120 1360,,46311 46456,,"tcomplement:chisel_head:0:{Material:""obsidian""}"
Fiery Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,4064 1360,,46381 49173,,"tcomplement:chisel_head:0:{Material:""fierymetal""}"
Knightly Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3904 1360,,46420 49424,,"tcomplement:chisel_head:0:{Material:""knightmetal""}"
Knightslime Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,736 1376,,46593,,"tcomplement:chisel_head:0:{Material:""knightslime""}"
Alumite Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3776 1360,,46681 48524,,"tcomplement:chisel_head:0:{Material:""alumite""}"
Cobalt Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2704 1360,,46725,,"tcomplement:chisel_head:0:{Material:""cobalt""}"
Ardite Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,864 1376,,46769,,"tcomplement:chisel_head:0:{Material:""ardite""}"
Manyullyn Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3520 1360,,46813,,"tcomplement:chisel_head:0:{Material:""manyullyn""}"
Lead Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2736 1360,,46960,,"tcomplement:chisel_head:0:{Material:""lead""}"
Silver Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3472 1360,,47009,,"tcomplement:chisel_head:0:{Material:""silver""}"
Electrum Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,112 1376,,47059,,"tcomplement:chisel_head:0:{Material:""electrum""}"
Glitch Infused Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2480 1360,,47249,,"tcomplement:chisel_head:0:{Material:""glitch""}"
Mithrillium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,576 1376,,47321,,"tcomplement:chisel_head:0:{Material:""mithrillium""}"
Adaminite Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3568 1360,,47357,,"tcomplement:chisel_head:0:{Material:""adaminite""}"
Mithminite Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,208 1376,,47393,,"tcomplement:chisel_head:0:{Material:""mithminite""}"
Fire Dragonsteel Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3408 1360,,47433 49460,,"tcomplement:chisel_head:0:{Material:""dragonsteel_fire""}"
Ice Dragonsteel Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2944 1360,,47473 48992,,"tcomplement:chisel_head:0:{Material:""dragonsteel_ice""}"
Soulium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,1024 1376,,47509,,"tcomplement:chisel_head:0:{Material:""ma.soulium""}"
Base Essence Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3952 1360,,47545,,"tcomplement:chisel_head:0:{Material:""ma.base_essence""}"
Inferium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,768 1376,,47581,,"tcomplement:chisel_head:0:{Material:""ma.inferium""}"
Prudentium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,1008 1376,,47617,,"tcomplement:chisel_head:0:{Material:""ma.prudentium""}"
Intermedium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,944 1376,,47653,,"tcomplement:chisel_head:0:{Material:""ma.intermedium""}"
Superium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3808 1360,,47689,,"tcomplement:chisel_head:0:{Material:""ma.superium""}"
Supremium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3856 1360,,47721,,"tcomplement:chisel_head:0:{Material:""ma.supremium""}"
Dark Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2656 1360,,47987 49100,,"tcomplement:chisel_head:0:{Material:""dark_steel""}"
Chisel Head of the End,,1,4857.309908020603,2511,2346.3099080206034,41,3616 1360,,48069 49569,,"tcomplement:chisel_head:0:{Material:""end_steel""}"
Fake-Iron Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3088 1360,,48113 49136,,"tcomplement:chisel_head:0:{Material:""construction_alloy""}"
Boron Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3008 1360,,48227,,"tcomplement:chisel_head:0:{Material:""boron""}"
Tough Alloy Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,976 1376,,48267,,"tcomplement:chisel_head:0:{Material:""tough""}"
Hard Carbon Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3152 1360,,48307,,"tcomplement:chisel_head:0:{Material:""hard_carbon""}"
Thorium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,96 1376,,48351,,"tcomplement:chisel_head:0:{Material:""thorium""}"
Uranium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3504 1360,,48396,,"tcomplement:chisel_head:0:{Material:""uranium""}"
Magnesium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,4016 1360,,48440,,"tcomplement:chisel_head:0:{Material:""magnesium""}"
Chocolate Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,64 1376,,48480,,"tcomplement:chisel_head:0:{Material:""chocolate""}"
Osgloglas Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,2832 1360,,48568,,"tcomplement:chisel_head:0:{Material:""osgloglas""}"
Osmiridium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3664 1360,,48612,,"tcomplement:chisel_head:0:{Material:""osmiridium""}"
Titanium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,848 1376,,48662,,"tcomplement:chisel_head:0:{Material:""titanium""}"
Psimetal Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,624 1376,,48702 49245,,"tcomplement:chisel_head:0:{Material:""psimetal""}"
Ichorium Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,3456 1360,,48746,,"tcomplement:chisel_head:0:{Material:""ichorium""}"
Mirion Chisel Head,,1,4857.309908020603,2511,2346.3099080206034,41,528 1376,,48790,,"tcomplement:chisel_head:0:{Material:""mirion""}"
Sky Stone Stairs,,1,4856.97111111111,1675.0416666666665,3181.929444444444,45,2240 112,,51872 62306,62518,appliedenergistics2:sky_stone_stairs:0
Traveler's Backpack,Silverfish,1,4856.741692208638,3390.7352564102566,1466.006435798381,69,1008 1840,🍾,56606,56597,travelersbackpack:travelers_backpack:61
Aluminium Scaffolding Slab,,1,4854.981523609962,100.2637890625,4754.717734547462,59,2352 896,,51516 51511,51510 51513,immersiveengineering:metal_decoration1_slab:6
Aluminium Scaffolding Slab,,1,4854.981523609962,100.2637890625,4754.717734547462,59,2320 896,,51515 51510,51509 51512,immersiveengineering:metal_decoration1_slab:7
Aluminium Scaffolding Slab,,1,4853.481523609962,99.7637890625,4753.717734547462,58,2304 896,,51517 51509,51511 51514,immersiveengineering:metal_decoration1_slab:5
Fancy Lantern,Orange Candle\nMade of Gold,1,4852.807480135987,3409.8010443376065,1443.006435798381,57,80 144,,53750,53684 53694 53727 53734 53742 53750 53782 53788 53794 53800 53830 53836 53891 53898 53904 53910,bibliocraft:lanterngold:5
Aluminium Structural Arm,,1,4851.170522633399,97.4527880859375,4753.717734547461,58,2608 896,,65287,,immersiveengineering:metal_decoration2:8
Fancy Lantern,Red Candle\nMade of Gold,1,4850.307480135987,3409.3010443376065,1441.006435798381,55,64 144,,53727,53684 53694 53727 53734 53742 53750 53782 53788 53794 53800 53830 53836 53891 53898 53904 53910,bibliocraft:lanterngold:4
Fancy Lantern,Yellow Candle\nMade of Gold,1,4850.307480135987,3409.3010443376065,1441.006435798381,55,96 144,,53684,53684 53694 53727 53734 53742 53750 53782 53788 53794 53800 53830 53836 53891 53898 53904 53910,bibliocraft:lanterngold:6
Chocolate Ice Cream,,1,4843.898241353936,1414.13625,3429.7619913539365,57,768 784,,55054,54261 54356 54532 54635 54652 54658 54678 55054 55098 55126 55210 55222,harvestcraft:chocolateicecreamitem:0
Charm of Undying,,1,4842.006211666667,1004,3838.006211666667,27,3248 1728,,63967 8714,65110,thaumcraft:charm_undying:0
Gray Typewriter,,1,4840.49532468727,4144.333333333333,696.1619913539367,40,2448 144,,53779 53780,6887 6888 6889 6890 6891 6892 6893 6894 6895 53682 53692 53725 53732 53740 53748 53780 53786 53792 53798 53828 53834 53889 53896 53902 53908,bibliocraft:typewriter:2
Blank Scanner Module,,1,4840.369708994709,4474.736375661376,365.6333333333334,29,3712 1344,,56533,56527 56528 56529 56530 56532 56534 56535 56536 56537,scannable:module_blank:0
Espresso,,1,4839.678494623656,628.7,4210.978494623656,18,3168 784,,54944,54482 55026,harvestcraft:espressoitem:0
Rotating Elevator,,1,4839.607222222223,2700.8333333333335,2138.773888888889,47,688 1200,,65794 63720,63706 63708 63710 63712 63714 63716 63718 63720 63722 63724 63726 63728 63730 63732 63734 63736,openblocks:elevator_rotating:7
Evoker,,1,4839.006211666667,1002,3837.006211666667,26,3072 544,,6318 64140 133,27728 29068 64140,entity:minecraft:evocation_illager
Vindicator,,1,4839.006211666667,1002,3837.006211666667,26,208 560,,6319 64142 148,27753 29070 64142,entity:minecraft:vindication_illager
Brioche Bun,,1,4837.927384872455,664.9570601851851,4172.9703246872705,78,2624 768,,55152,54850 54851 54852 54853,harvestcraft:briochebunitem:0
Analog Emitter,,1,4836.5,4531.2,305.3,14,3408 1280,,55808,,randomthings:analogemitter:0
Ale Wort,,1,4833.52657468727,2106.03125,2727.49532468727,55,3392 0,🍾,906,905,rustic:ale_wort:0
Golden eye,,1,4833.298148148148,3458.3981481481483,1374.8999999999999,21,1632 1200,🍾,56421,58047,openblocks:golden_eye:100
ME Covered Cable - Brown,,1,4827.0230223368435,692.0475389194139,4134.975483417429,88,576 112,🍾,51774,51759,appliedenergistics2:part:32
